instance_id,model_id,dataset,split,probe,norm_answer,reason
prehal_d2d5e5cc2b420898_2b0902d760d02158_8719,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_d46ed93ec5041c0c_b2e7558f4d6ed49f_8743,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_d52f68ba4a1d8bdd_bbc7f29731813a65_8746,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_d5f08b8d5ed6055f_67f9b0f464583678_8751,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_da18b0ddaea31637_7fa6e9451805646d_8830,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_db2682e944a9915c_e87c4ae4d46c555e_8847,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_db46e0a40b88e6ec_24a560f7ed95d440_8849,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_dbbb6bf66be0d2a7_e5e391c81c8ef071_8851,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_dcdd424743321b4d_75cd0ec86b4ba31c_8863,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_dd8a7bf210628fd7_a1b966441dec135b_8876,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_e3a9a7bcaa072079_be470c61f9ebf64c_8926,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_e517b5451173ec70_53e5a36536b50ba2_8956,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_e671284913c2cb97_17b6ffab8bd08698_8981,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_e7bf630c163e9cbe_b880055fc2c6f9e8_8999,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_e7fb35c51116b2c6_0a3315843a58e6c2_9003,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_e881775b897cafa8_de8284763fe94a37_9015,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_ea540fa430f4b598_31011dc3429bf7c2_9033,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_ec724ef6386c46fd_331ffa6e67a80703_9057,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_f12da65ede4f822a_e66dcb8f6bf6f5f4_9131,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_f19ecb261dd1a702_48bb5f7edb1b01fb_9136,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_fbe919ab59149dda_b9c089bf5eec52fc_9256,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_fd4a7ccc44a52da7_e37dae164eab0889_9276,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001664_fd9f14d44d478a65_1762,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001664_fd9f14d44d478a65_1762,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001664_fd9f14d44d478a65_1762,google/gemma-4-E4B-it,prehal,shift,crop,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001664_fd9f14d44d478a65_1762,google/gemma-4-E4B-it,prehal,shift,brightness,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001664_fd9f14d44d478a65_1762,google/gemma-4-E4B-it,prehal,shift,noise,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000339_52558dc7a0314770_2123,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000339_52558dc7a0314770_2123,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000339_52558dc7a0314770_2123,google/gemma-4-E4B-it,prehal,shift,crop,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000339_52558dc7a0314770_2123,google/gemma-4-E4B-it,prehal,shift,brightness,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000339_52558dc7a0314770_2123,google/gemma-4-E4B-it,prehal,shift,noise,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001774_ae04e5a48406644a_2679,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001774_ae04e5a48406644a_2679,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10024021_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10024021_4,google/gemma-4-E4B-it,illusionbench,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10024021_4,google/gemma-4-E4B-it,illusionbench,shift,crop,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10024021_4,google/gemma-4-E4B-it,illusionbench,shift,brightness,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10024021_4,google/gemma-4-E4B-it,illusionbench,shift,noise,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10031006_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10078012_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10078012_2,google/gemma-4-E4B-it,illusionbench,shift,crop,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10080002_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10081014_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10082003_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10082003_4,google/gemma-4-E4B-it,illusionbench,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10082003_4,google/gemma-4-E4B-it,illusionbench,shift,crop,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10082003_4,google/gemma-4-E4B-it,illusionbench,shift,brightness,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10107029_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10107029_4,google/gemma-4-E4B-it,illusionbench,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10107029_4,google/gemma-4-E4B-it,illusionbench,shift,crop,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10107029_4,google/gemma-4-E4B-it,illusionbench,shift,brightness,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10107029_4,google/gemma-4-E4B-it,illusionbench,shift,noise,unknown,valid_applicable_but_unusable_normalized_answer
